Consulta|dia_semana|semana_del_mes|mes|cuatrimestre|anio|hora_discretizada|dni_discretizado|legajo_discretizado|posee_legajo|posee_telefono|carrera_valor|proveedor_correo|Clase|cantidad_caracteres|proporcion_mayusculas|proporcion_letras|cantidad_tildes|cantidad_palabras|cantidad_palabras_cortas|proporcion_palabras_distintas|frecuencia_signos_puntuacion|cantidad_oraciones|utiliza_codigo_asignatura
no me deja iniciar sesión con mi numero de documento  para ver los días de los talleres  |2|2|11|2|2018|3|7|0|0|0|54|hotmail|Ingreso a la Universidad|89|0.0|0.7865168539325843|2|20|15|0.8|0.0|1|0
buenos días, yo me inscribí y no me llega ningún e-mail.   como hago para poder hacer la inscripción y poder comenzar este cuatrimestre.   muchas gracias    |4|1|4|1|2018|0|5|0|0|0|5|gmail|Ingreso a la Universidad|157|0.0|0.7707006369426752|4|33|19|0.696969696969697|0.01910828025477707|2|0
me rebota la clave para acceder a mi perfil y tramité para renovar la clave, pero no me llega al mail. |3|1|8|2|2018|1|2|4|1|1|33|hotmail|Ingreso a la Universidad|103|0.0|0.7766990291262136|1|22|13|0.8636363636363636|0.019417475728155338|1|0
hice una preinscripción online pero todavía no me llegó nada  al correo. estoy interesada en la carrera de administración  |2|1|2|1|2018|0|6|0|0|1|0|gmail|Ingreso a la Universidad|123|0.0|0.8211382113821138|4|22|13|0.9090909090909091|0.008130081300813009|1|0
no me llegan los email, y la inscripción completa  |0|4|11|2|2018|1|6|0|0|1|5|hotmail|Ingreso a la Universidad|51|0.0|0.7843137254901961|1|11|7|0.9090909090909091|0.0196078431372549|1|0
ya ingrese a la pagina y realice la inscripción pero no recibí el mail de como continuo la inscripción.  |2|4|10|2|2018|3|1|0|0|1|33|hotmail|Ingreso a la Universidad|105|0.0|0.8|3|21|14|0.8571428571428571|0.009523809523809525|1|0
quiero restablecer mi contraseña pero no llega el mail a mi correo que es este mismo quiero anotarme en los finales muchas gracias ! |3|1|12|2|2018|1|1|3|1|1|54|hotmail|Ingreso a la Universidad|133|0.0|0.8120300751879699|0|25|14|0.92|0.007518796992481203|1|0
buen día! queria hacer una consulta ya que tengo un inconveniente para porder acceder al perfil de aspirante. ingreso mi dni y el mismo sistema me responde con &quot;no existen datos para el aspirante ingresado&quot;. quisiera saber cuál sería el problema. gracias. |0|2|12|2|2018|0|8|0|0|0|0|gmail|Ingreso a la Universidad|266|0.0|0.8082706766917294|3|43|20|0.9302325581395349|0.02631578947368421|4|0
no puedo entrar a mi perfil de estudiante y no me ha llegado un mail para restablecer mi contraseña |2|1|1|1|2018|1|6|3|1|1|41|hotmail|Ingreso a la Universidad|100|0.0|0.81|0|20|13|0.9|0.0|1|0
quiero saber sobre la inscripcion |5|3|2|1|2017|3|1|0|0|1|0|live|Ingreso a la Universidad|34|0.0|0.8529411764705882|0|6|2|1.0|0.0|1|0
hola no me llegan respuestas de mi solicitud |0|4|3|1|2018|0|4|0|0|1|5|gmail|Ingreso a la Universidad|45|0.0|0.8222222222222222|0|9|6|1.0|0.0|1|0
hola que tal, tengo muchas dudas. quiero saber mi numero de legajo y mi clave y no se como obtenerla.voy formulario de solicitud de restablecimiento de clave , y me dice que mi tipo y documento son incorrectos |4|1|2|1|2016|3|2|0|0|0|43|hotmail|Ingreso a la Universidad|210|0.0|0.8|0|39|24|0.7435897435897436|0.01904761904761905|2|0
soy aspirante y no me llega el email que me tienen que enviar para poder anotarme en las materias.  |2|1|2|1|2018|1|6|0|0|1|3|hotmail|Ingreso a la Universidad|100|0.0|0.79|0|21|13|0.8571428571428571|0.01|1|0
hola yo ya me anote por web y presente los papeles pero no puedo ingresar con mi dni para saber que numero de comisión me corresponde. que debo hacer? |3|2|11|2|2018|1|3|0|0|1|0|hotmail|Ingreso a la Universidad|151|0.0|0.7947019867549668|1|30|20|0.9333333333333333|0.013245033112582781|1|0
buenas tardes, queria consultar porque no me deja ingresar a la pagina de aspirantes, yo ya me ingrese en la universidad.  |1|1|12|2|2018|3|8|0|0|0|54|hotmail|Ingreso a la Universidad|123|0.0|0.7967479674796748|0|23|13|0.8695652173913043|0.024390243902439025|1|0
hola, cuando me habilitan para poder ingresar a mi perfil de la facultad?  |0|3|12|2|2018|1|6|0|0|1|3|hotmail|Ingreso a la Universidad|75|0.0|0.7866666666666666|0|15|8|0.9333333333333333|0.02666666666666667|1|0
hola no me llega el msn para cambiar la contraseña para poder ingresar a mi situación académica. para anotarme a las materias de 2do cuatrimestre. |0|1|8|2|2018|2|5|2|1|1|5|outlook|Ingreso a la Universidad|147|0.0|0.8095238095238095|2|26|16|0.8846153846153846|0.013605442176870748|2|0
hola tengo un problema para la inscripción a las materias del primer cuatrimestre,el mail para seguir con los pasos nunca me llega, quisiera saber como puedo solucionar esto, el mail es el mismo que use para la prescripción, desde ya gracias. saludos  |4|2|2|1|2018|1|6|0|0|1|25|gmail|Ingreso a la Universidad|252|0.0|0.8095238095238095|2|44|24|0.8636363636363636|0.01984126984126984|1|0
no me esta llegando la información para modificar la clave a mi correo personal y así poder ingresar,podrían verificar mi e-mail siempre me llego a este de contacto. |1|4|3|1|2018|2|4|1|1|1|5|gmail|Ingreso a la Universidad|166|0.0|0.8132530120481928|3|29|16|0.8620689655172413|0.012048192771084338|1|0
cuando fui a presentar los papeles para confirmar la inscripción me dijeron que esperara 20 días e ingresara mi numero de documento para acceder a mi perfil de aspirante. ya pasaron los 20 días y al intentar acceder me figura que no existen datos. &iquest;que puedo hacer para lograr ingresar? |2|3|11|2|2018|2|8|0|0|1|5|hotmail|Ingreso a la Universidad|294|0.0|0.7993197278911565|3|51|27|0.7843137254901961|0.013605442176870748|2|0
me olvidé la contraseña para ingresar y poder anotarme a las materias. y a mí e-mail no me llega nada para restablecerla. |0|3|2|1|2019|1|7|3|1|1|54|hotmail|Ingreso a la Universidad|122|0.0|0.7950819672131147|2|23|14|0.8260869565217391|0.01639344262295082|2|0
hola no me llega el mail  para seguir con los pasos de la inscripción ya lo reenvié pero sigue sin llegarme como hago? gracias  |2|1|11|2|2017|2|6|0|0|1|43|outlook|Ingreso a la Universidad|128|0.0|0.7890625|2|27|18|0.9259259259259259|0.0078125|1|0
hola quiero inscribirme para este cuatrimestre a una materia y me dice que no estoy regular, que supuestamente inicié un trámite para estar regular, que mire mi mail y no encontré ningún mail y necesito inscribirme.  como hago? |4|1|3|1|2019|1|3|1|1|1|3|hotmail|Ingreso a la Universidad|228|0.0|0.8114035087719298|4|40|24|0.775|0.017543859649122806|1|0
buenas, hoy intenté cambiar la contraseña de para entrar a mi situación académica y cuando completo el formulario para que me manden el mail nunca me llegó, lo hice 2 veces y me decía que ya se había mandado antes. paso más de 1 hora y nada, tengo 2 mail y no llego a ninguno de los 2. gracias |3|4|6|1|2018|1|5|2|1|0|27|hotmail|Ingreso a la Universidad|294|0.0|0.7687074829931972|7|60|37|0.7833333333333333|0.017006802721088437|2|0
no me está dejando ingresar para anotarme a cursada , no me llega el mail para ingresar con clave nueva  |1|4|2|1|2019|2|3|1|1|1|3|hotmail|Ingreso a la Universidad|105|0.0|0.7904761904761904|1|22|14|0.7727272727272727|0.009523809523809525|1|0
hola! no puedo verificar mi documento en acceso para aspirantes  |2|3|12|2|2018|2|6|0|0|1|3|icloud|Ingreso a la Universidad|65|0.0|0.8153846153846154|0|12|6|0.9166666666666666|0.015384615384615385|1|0
olvide mi contraseña para acceder al perfil de estudiante, quiero actualizarla, ingrese los datos que me pedía pero todavía no me llego el mail para que pueda actualizarla. |2|2|2|1|2018|1|4|2|1|1|54|hotmail|Ingreso a la Universidad|173|0.0|0.8208092485549133|2|29|15|0.896551724137931|0.017341040462427744|1|0
me estoy inscribiendo via web, pero en la instancion que dice que me tiene que mandar el mail, no me llega nada |6|1|11|2|2017|2|7|0|0|1|43|hotmail|Ingreso a la Universidad|112|0.0|0.7857142857142857|0|23|16|0.8260869565217391|0.017857142857142856|1|0
hola. buenas noches. cómo están? estoy tratando de hacer la pre inscripción a la carrera de conyador público. hago el primer paso, me dicen que me van a mandar un correo con un formulario pero no me llegó nada aún. cuantos días hábiles tardaría en llegarme ese correo o es inmediato el envío? |2|3|10|2|2018|3|7|0|0|1|0|gmail|Ingreso a la Universidad|293|0.0|0.7952218430034129|10|54|29|0.8518518518518519|0.023890784982935155|4|0
deseo anotarme en la carrera de licenciatura en biologia y no he recibido ningun mail, para continuar con la inscripcion saludos!!!!! |5|3|10|2|2015|3|2|0|0|1|0|live|Ingreso a la Universidad|134|0.0|0.7985074626865671|0|22|11|0.9090909090909091|0.04477611940298507|1|0
no me llega el link para poder terminar el tramite del boleto estudiantil |2|2|3|1|2019|0|7|4|1|1|19|gmail|Ingreso a la Universidad|74|0.0|0.8243243243243243|0|14|8|0.9285714285714286|0.0|1|0
me inscribi por la wep! y no me llega ningun correo electronico de confirmacion. |3|4|2|1|2018|2|8|0|0|1|25|gmail|Ingreso a la Universidad|81|0.0|0.8024691358024691|0|15|9|0.9333333333333333|0.024691358024691357|1|0
hola quiero inscribirme pero no me llegan los correos gracias |0|3|12|2|2018|1|2|0|0|1|5|hotmail|Ingreso a la Universidad|62|0.0|0.8387096774193549|0|11|6|1.0|0.0|1|0
buenos días! me comunico con ustedes, porque no puedo ingresar en el acceso al perfil de estudiantes, cuando fui a inscribirme me informaron que debia hacerlo a los 15 días de la inscripción, y que no deberia pasarme con los tiempos, es por ello que les escribo. espero su respuesta. muchas gracias!! |2|5|10|2|2018|0|2|0|0|1|7|gmail|Ingreso a la Universidad|301|0.0|0.7906976744186046|3|53|29|0.8490566037735849|0.029900332225913623|2|0
hola! me comunico con ustedes ya que estoy intentando realizar la preinscripcion por web a una carrera y nunca me llega el mail con los pasos a seguir.  reintente y me dice que esta en trámite, que va a llegarme el mail nuevamente pero no recibo nada.  |2|2|11|2|2017|0|4|0|0|1|0|hotmail|Ingreso a la Universidad|253|0.0|0.7905138339920948|1|50|32|0.76|0.015810276679841896|2|0
burnos dias.hace varios dias estoy esperando el reestablecimiento de la clave de ingreso a la plataforma y no me ha llegado nada a mi casilla de correo, a los fines de que no se produzca mas demora quisiera solicitar que se corrobore la casilla de mail ya que la misma es vanina.aquiles04@hotmail.com |0|1|8|2|2018|0|2|1|1|1|0|hotmail|Ingreso a la Universidad|301|0.0|0.8039867109634552|0|53|32|0.7358490566037735|0.013289036544850499|3|0
hola buenas tardes, necesito que me envien el mail para poder inscribirme a las materias de la cursada |2|1|2|1|2018|1|4|0|0|1|5|gmail|Ingreso a la Universidad|103|0.0|0.8155339805825242|0|19|11|1.0|0.009708737864077669|1|0
perdi la regularidad como alumna. y en mi correo no me aparece formulario de reinscripcion |4|3|5|1|2019|0|1|1|1|1|5|hotmail|Ingreso a la Universidad|91|0.0|0.8241758241758241|0|16|9|1.0|0.01098901098901099|1|0
hola. necesito restablecer la contraseña y no me llega el mail. quisiera saber qué puedo hacer. gracias |2|1|8|2|2018|2|4|3|1|1|26|hotmail|Ingreso a la Universidad|104|0.0|0.8076923076923077|1|18|7|1.0|0.028846153846153848|3|0
hola . olvidé mi clave. ingreso a la opción olvido su clave? completo los campos solicitados y menciona q me va a llegar un correo.sin embargo no he recibido ningún mail . gracias |0|3|2|1|2018|3|3|1|1|1|55|gmail|Ingreso a la Universidad|180|0.0|0.7888888888888889|3|34|18|0.9411764705882353|0.027777777777777776|4|0
no aparezco en servicios academicos web, dice que mi documento no existe. |2|3|11|2|2018|3|4|0|0|1|5|gmail|Ingreso a la Universidad|74|0.0|0.8108108108108109|0|13|8|0.9230769230769231|0.02702702702702703|1|0
olvide mi contraseña para entrar y necesito hacerlo para corroborar fecha de defensa de trabajo final, según me dijeron cuando me llamaron. llene el formulario pero por mail no me llego nada para reactivar la cuenta y cambiar la contraseña |0|3|12|2|2017|1|2|1|1|1|5|hotmail|Ingreso a la Universidad|240|0.0|0.825|1|41|20|0.8048780487804879|0.008333333333333333|1|0
reseteo la clave pero no me llega ningun correo |1|3|8|2|2018|0|1|2|1|1|25|hotmail|Ingreso a la Universidad|48|0.0|0.8125|0|10|5|1.0|0.0|1|0
hola buenas tardes,me comunico con el fin de que no me llega el meil de inscripción,porfavor comunicarse a la brevedad. gracias. |2|3|10|2|2019|1|5|0|0|1|5|hotmail|Ingreso a la Universidad|129|0.0|0.8062015503875969|1|22|14|0.9090909090909091|0.031007751937984496|2|0
no me llega el mail para regularizar mi situación. |0|5|7|1|2018|2|4|2|1|1|5|gmail|Ingreso a la Universidad|51|0.0|0.803921568627451|1|10|7|1.0|0.0196078431372549|1|0
no me llega el mail con el link para inscribirme en las materias |5|3|2|1|2018|2|5|0|0|0|17|live|Ingreso a la Universidad|65|0.0|0.8|0|14|11|0.9285714285714286|0.0|1|0
no recibo el mail para restablecer mi usuario y contraseña |5|1|7|1|2018|3|1|1|1|1|4|hotmail|Ingreso a la Universidad|59|0.0|0.8305084745762712|0|11|7|1.0|0.0|1|0
hola buenas tardes! una pregunta, entro al acceso de aspirantes y cuando me pide que ponga el dni me dice que el numero no corresponde a ningún aspirante. se actualiza el año que viene o como es el asunto? desde y muchas gracias!!   |1|3|12|2|2018|3|8|0|0|1|5|gmail|Ingreso a la Universidad|233|0.0|0.7811158798283262|1|46|28|0.8043478260869565|0.02575107296137339|1|0
hice la incripcion pero no me llego el correo electronico |0|3|2|1|2018|1|3|0|0|1|52|hotmail|Ingreso a la Universidad|58|0.0|0.8275862068965517|0|11|7|1.0|0.0|1|0
no me llega el email de inscripcion correspondiente |2|3|2|1|2018|1|5|0|0|1|54|gmail|Ingreso a la Universidad|52|0.0|0.8461538461538461|0|9|5|1.0|0.0|1|0
hola, estoy intentando inscribirme en las materias para comenzar a cursar y la pagina no me lo permite. aparece un carten donde explica que me van a mandar un mail y el mismo nunca llega. tambien aparece otro cartel diciendo que realizo muchos intentos y la realidad es que fue la primera vez en averiguar. |0|3|2|1|2018|3|7|0|0|1|27|hotmail|Ingreso a la Universidad|307|0.0|0.8078175895765473|0|56|29|0.8035714285714286|0.013029315960912053|3|0
hice el primer paso de la inscripcion pero no puedo continuar porque no me ha llegado el mail para ello. muchas gracias |2|3|10|2|2018|1|7|0|0|1|0|gmail|Ingreso a la Universidad|120|0.0|0.8083333333333333|0|23|14|0.9130434782608695|0.008333333333333333|1|0
no puedo preinscribirme por la pagina web. no me llegan los mails de confirmación. que puedo hacer al respecto? |2|4|2|1|2018|2|3|0|0|1|0|gmail|Ingreso a la Universidad|112|0.0|0.8035714285714286|1|20|11|0.9|0.026785714285714284|2|0
es la segunda vez que restablezco la contraseña y no recibo ningún correo. estoy necesitando con urgencia ingresar a la pagina. como puedo hacer para verificar que mi correo este bien registrado? muchas gracias. |1|1|10|2|2018|1|2|4|1|1|54|hotmail|Ingreso a la Universidad|212|0.0|0.8207547169811321|1|35|17|0.9142857142857143|0.018867924528301886|3|0
buenas, comence lo que seria la inscripcion  via web hoy pero todavia no me llega el email para continuar con la inscripcion |1|3|10|2|2018|0|8|0|0|1|54|hotmail|Ingreso a la Universidad|125|0.0|0.808|0|24|15|0.875|0.008|1|0
hola buenas tardes yo hoy hice la inscripción a las 4 de la tarde y no me llego todavía el correo para el 2do paso, que puede andar psando con el correo? |1|3|10|2|2018|2|7|0|0|1|43|gmail|Ingreso a la Universidad|154|0.0|0.7662337662337663|2|33|21|0.9090909090909091|0.012987012987012988|1|0
no puedo ingresar a la página con mi número de documento. hace una semana me fui a inscribir y quería ingresar a la pagina |2|2|11|2|2018|3|5|0|0|0|3|hotmail|Ingreso a la Universidad|123|0.0|0.7967479674796748|3|25|15|0.84|0.008130081300813009|1|0
no estoy podiendo ingresar a mi cuenta para poder inscribirme y he solicitado el restablecimiento de la contraseña pero no me llegó el meil!! |6|4|2|1|2019|3|4|1|1|1|0|hotmail|Ingreso a la Universidad|142|0.0|0.8169014084507042|1|25|14|0.92|0.014084507042253521|1|0
buenas tardes, se me bloqueó la clave de acceso y cuando solicito reestablecer la misma no recibo el correo con la información. gracias, |0|1|2|1|2018|3|2|3|1|1|54|yahoo|Ingreso a la Universidad|137|0.0|0.8102189781021898|2|24|11|0.9166666666666666|0.021897810218978103|1|0
estimados, soy alumno regular y no recuerdo mi clave para ingresar a ingresar a insc para cursar. solicité blanque de contraseña pero no recibo el mail para realizarlo.   |1|3|2|1|2018|1|2|1|1|1|54|hotmail|Ingreso a la Universidad|171|0.0|0.8070175438596491|1|31|18|0.7741935483870968|0.017543859649122806|2|0
mi cusulta ya hice la pre inscripcion y todavia no me llego en mi mail, eso debo imprimir o como seria o solo debo llevar los papeles para inscribirme? |2|1|4|1|2018|1|8|0|0|1|54|gmail|Ingreso a la Universidad|152|0.0|0.7960526315789473|0|30|20|0.9|0.013157894736842105|1|0
no me llego el mail para seguir con la inscripcion a las asignaturas |0|4|2|1|2019|2|8|1|1|1|54|live|Ingreso a la Universidad|69|0.0|0.8115942028985508|0|14|10|1.0|0.0|1|0
hola! les escribo para hacerles una consulta. yo ya me inscribi por web y presencial. pero no me deja entrar con mi dni a la web de aspirante |4|1|11|2|2018|1|4|0|0|1|5|hotmail|Ingreso a la Universidad|142|0.0|0.7816901408450704|0|29|21|0.9310344827586207|0.02112676056338028|2|0
no me llego el mail con la clave que me olvide. gracias. |3|3|7|1|2018|2|1|1|1|1|3|gmail|Ingreso a la Universidad|57|0.0|0.7543859649122807|0|13|9|0.9230769230769231|0.03508771929824561|2|0
estinados: les comento que ya eh generado la inscripcion a la carrera y no me a llegado el mail de confirmacion, esto es normal? o cuanto debo esperar? |1|3|10|2|2018|2|7|0|0|0|1|gmail|Ingreso a la Universidad|152|0.0|0.7894736842105263|0|29|19|0.9310344827586207|0.02631578947368421|1|0
deseo inscribirme en la carrera de contador publico. muchas gracias. |2|4|2|1|2017|3|6|0|0|1|54|hotmail|Ingreso a la Universidad|69|0.0|0.8260869565217391|0|11|4|1.0|0.028985507246376812|2|0
no me llega el msm de gmail |3|2|2|1|2018|1|8|0|0|1|54|gmail|Ingreso a la Universidad|28|0.0|0.75|0|8|6|1.0|0.0|1|0
buenas me pre inscribi pero no me llega el correo para completarla |6|3|2|1|2018|3|8|0|0|0|0|gmail|Ingreso a la Universidad|67|0.0|0.8208955223880597|0|13|8|0.9230769230769231|0.0|1|0
hola quisiera saber que tengo que hacer si al intentar restablecer mi contraseña para acceder a la plataforma, no me llega el mail para seguir con el procedimiento muchas gracias |0|3|5|1|2018|2|6|0|0|0|54|hotmail|Ingreso a la Universidad|179|0.0|0.8268156424581006|0|31|17|0.9032258064516129|0.00558659217877095|1|0
estoy tratando de realizar la prescripción on-line y luego de llenar con los datos no me llega ningún mail para continuar con la operación.  |4|4|5|1|2018|3|6|0|0|1|0|gmail|Ingreso a la Universidad|141|0.0|0.8085106382978723|3|26|14|0.8461538461538461|0.0070921985815602835|1|0
hola, buenos días.  queria saber sobre la carrera de licenciatura en enfermería. me hice la pre-inscripcion.pero no me llega nada a mi correo. que debo hacer? |2|4|11|2|2017|0|6|0|0|1|52|hotmail|Ingreso a la Universidad|159|0.0|0.7861635220125787|2|28|15|0.8928571428571429|0.03773584905660377|4|0
hola, esty interesado en estudiar enfermeria el año proximo. igrese ala pag reagistre el 1 paso de los 3 con dicha informacion y a mi correo no me a llegado nada para seguir tramitando el registro...  discupen las molestias ocasionadas... gracias |3|2|12|2|2017|3|8|0|0|1|52|hotmail|Ingreso a la Universidad|247|0.0|0.7894736842105263|0|43|25|0.9069767441860465|0.032388663967611336|7|0
no recuerdo mi clave hice todo el procedimiento y nunca me llego el mail. |3|4|6|1|2018|1|1|2|1|1|3|hotmail|Ingreso a la Universidad|74|0.0|0.7972972972972973|0|15|9|0.9333333333333333|0.013513513513513514|1|0
hola! olvidé la contraseña y no me lkega el mail de recuperación.  gracias |3|1|8|2|2018|0|3|1|1|0|3|hotmail|Ingreso a la Universidad|75|0.0|0.7866666666666666|2|15|9|0.9333333333333333|0.02666666666666667|1|0
buenas tardes,    les escribo para saber como puedo obtener el acceso para realizar la inscripción a la carrera seleccionada.  espero respuesta.   saludos y gracias. |1|1|2|1|2017|2|1|0|0|0|27|yahoo|Ingreso a la Universidad|166|0.0|0.7951807228915663|1|31|16|0.7419354838709677|0.024096385542168676|3|0
hola no me deja entrar con mi clave al servicio académico para estudiantes y ya pedí que me manden por correo para reestablecer la contraseña pero no me llega nada  |1|5|1|1|2019|2|6|3|1|0|5|outlook|Ingreso a la Universidad|165|0.0|0.8121212121212121|2|32|22|0.84375|0.0|1|0
buenas tardes genero la clave y dice que la mandan al mail pero no he recibido nada. la pueden blanquear? saludo atte.- tengo miedo de no poder inscribirme.- |4|4|2|1|2018|3|2|1|1|1|54|hotmail|Ingreso a la Universidad|158|0.0|0.7848101265822784|0|29|14|0.896551724137931|0.02531645569620253|3|0
no me llega la confirmación de solicitud al correo. que hago? |4|3|10|2|2017|2|5|0|0|0|19|hotmail|Ingreso a la Universidad|62|0.0|0.7903225806451613|1|12|7|1.0|0.03225806451612903|1|0
hola que tal?queria consultar porque no puedo regenerar mi clave.ya llene el formulario de regeneramiento de clave pero igualmente no me deja. espero su respuesta gracias. |1|3|2|1|2018|2|4|2|1|1|52|hotmail|Ingreso a la Universidad|172|0.0|0.8255813953488372|0|27|12|0.9259259259259259|0.023255813953488372|3|0
no me llegan los mail |2|1|11|2|2017|0|5|0|0|1|54|hotmail|Ingreso a la Universidad|22|0.0|0.7727272727272727|0|6|5|1.0|0.0|1|0
disculpen ,no llega a mi correo la informacion |2|4|2|1|2018|1|8|0|0|1|52|gmail|Ingreso a la Universidad|47|0.0|0.8085106382978723|0|9|5|1.0|0.02127659574468085|1|0
buen dia, ayer puse mi contraseña mal mas de tres veces, por lo tanto se me bloqueo la cuenta y luego de esperar los 30 minutos volvi ya poner mi contraseña y estaba mal. solocite el cambio de contraseña y estoy a la espera de que me llegue jn mail que nunca me llegó. que debo hacer?  |0|2|3|1|2018|0|6|3|1|1|5|hotmail|Ingreso a la Universidad|286|0.0|0.7727272727272727|1|59|38|0.7627118644067796|0.017482517482517484|2|0
hola buenas tardes mi consulta es para hacer  el cambio de clave que no me llega a la casilla de correos para poder seguir con el procedimiento, no se será un problema en el sistema o si es por mi correo. gracias |3|3|2|1|2018|1|5|3|1|1|5|live|Ingreso a la Universidad|213|0.0|0.7887323943661971|1|44|28|0.8181818181818182|0.009389671361502348|1|0
quiero anotarme pero no me llega el mail y por lo tanto no puedo seguir con el tramite de ingreso |0|4|5|1|2018|3|4|0|0|1|0|gmail|Ingreso a la Universidad|98|0.0|0.7959183673469388|0|21|13|0.9047619047619048|0.0|1|0
no me llegan los mensajes al gmail |0|2|3|1|2018|1|8|0|0|1|3|gmail|Ingreso a la Universidad|35|0.0|0.8|0|8|5|1.0|0.0|1|0
empecé la inscripción online pero no me llega el mail de confirmación de la inscripción. qué hago? |3|1|2|1|2018|1|3|0|0|1|5|hotmail|Ingreso a la Universidad|99|0.0|0.8080808080808081|5|18|11|0.8888888888888888|0.020202020202020204|1|0
cuando quiero entrar a mi nformación académica desde mi perfil de estudiantes no me deja, dice que no cumplo con los requisitos necesarios. y yo soy estudiante del año pasado y metí una materia y ahora no puedo entrar para inscribirme a las materias de este año  |3|4|2|1|2017|2|6|3|1|1|17|hotmail|Ingreso a la Universidad|263|0.0|0.8098859315589354|3|49|29|0.7959183673469388|0.0076045627376425855|1|0
quisiera saber porque no figuro ,aún, como aspirante a cursar la carrera en la que me inscribí.                             gracias   |0|1|12|2|2018|3|1|0|0|1|4|gmail|Ingreso a la Universidad|134|0.0|0.6194029850746269|2|49|39|0.3673469387755102|0.022388059701492536|1|0
hola..puede ser que aun no esten las notas del taller..o estoy haciendo algo mal...podrias adelantarme la nota |2|1|3|1|2019|1|1|4|1|1|54|hotmail|Ingreso a la Universidad|111|0.0|0.7837837837837838|0|18|10|1.0|0.06306306306306306|7|0
hola quería saber pq no me llegó el medio de la inscripción online |2|3|10|2|2018|1|8|0|0|1|25|gmail|Ingreso a la Universidad|67|0.0|0.8059701492537313|3|14|8|1.0|0.0|1|0
buenas tardes!.queria saber como puedo recuperar mi clave para acceder y poder inscribirme a las cursadas cuatrimestrales ya que cumpli con todos los pasos de&quot;olvide mi contraseña&quot; y aún no llego nada a mi mail.solicito mi contraseña para poder anotarme a las cursadas.desde ya muchas gracias! |6|1|7|1|2018|1|1|3|1|1|0|hotmai|Ingreso a la Universidad|304|0.0|0.819078947368421|1|47|23|0.7872340425531915|0.023026315789473683|3|0
hola que tal, me refiero a usted por el motivo se que me acerque al establecimiento y la inscripcion estaba abierta y tenia que hacerla mediante la web, hice varios intentos y no recibo respuesta. desde ya muchas gracias. espero respuesta por favor |0|3|2|1|2018|2|8|0|0|1|0|gmail|Ingreso a la Universidad|249|0.0|0.8112449799196787|0|44|23|0.8409090909090909|0.01606425702811245|2|0
hola me pre inscribi pero cuando me acorde que me tenia que incribir ya estaba finalizado el periodo de 2 semanas y me volvi a pre inscribir pero  no me llega el  correo  |2|1|12|2|2017|0|6|0|0|1|5|hotmail|Ingreso a la Universidad|171|0.0|0.783625730994152|0|37|24|0.7027027027027027|0.0|1|0
no me llega el email para reestablecer la contraseña |1|2|8|2|2018|0|5|2|1|1|16|hotmail|Ingreso a la Universidad|53|0.0|0.8301886792452831|0|10|6|1.0|0.0|1|0
hola, buenas tardes. quería hacer una consulta sobre el ingreso al perfil de aspirante mediante la vía web, ya que cuando ingreso mi número de dni aparece la leyenda que &quot;no existen datos para el aspirante ingresado&quot;. realicé la inscripción el día 19/10 en la sede de luján. agradecería que puedan informarme sobre qué debo hacer para poder ingresar al perfil del aspirante. saludos. |1|2|12|2|2018|2|7|0|0|1|5|gmail|Ingreso a la Universidad|394|0.0|0.7969543147208121|9|65|30|0.7538461538461538|0.02284263959390863|5|0
el motivo de mi consulta es que no recuerdo mi clave de estudiante, hice el tramite para restablecerla y no me llega ni un mail a mi correo. como lo puedo solucionar?. muchas gracias. |5|1|7|1|2018|1|1|1|1|1|55|hotmail|Ingreso a la Universidad|184|0.0|0.7880434782608695|0|35|22|0.8571428571428571|0.02717391304347826|3|0
buenas tardes, aun no he recibido el mail para realizar la inscripción a las materias. el sitio web informa que me envió un mail a mi correo electrónico y no lo recibí. desde ya, muchas gracias. |4|3|2|1|2018|1|7|0|0|0|1|gmail|Ingreso a la Universidad|195|0.0|0.7897435897435897|4|37|22|0.8918918918918919|0.02564102564102564|3|0
hola!!! realice mi inscripcion a la unlu para el 2019. pero no puedo ingresar al servicio web, me aparece un texto con el siguiente parrafo &quot;no existen datos para el aspirante ingresado&quot;. hay algún motivo en particular por la cual no pueda ingresar??? |2|1|12|2|2018|2|8|0|0|1|16|hotmail|Ingreso a la Universidad|262|0.0|0.7709923664122137|1|44|23|0.8863636363636364|0.04198473282442748|2|0
hola, buenos días. me comunico con ustedes porque ya hace un mes que fui a la sede de unlu de san miguel a dejar los papeles requeridos para inscribirse pero aún no se han subido los datos de aspirantes a la página web. es algún problema de la página o debe acercarme devuelta a la instalación? |1|4|11|2|2018|1|8|0|0|1|54|hotmail|Ingreso a la Universidad|295|0.0|0.7966101694915254|6|57|36|0.8070175438596491|0.013559322033898305|2|0
buenas noches, les hago una pregunta. yo realice la inscripción para ingresar el año que viene hace 15 días. en ese momento me dijeron que dejará pasar unos días e intente ingresar en la página de la universidad en la parte de aspirantes.  intenté hacerlo pero me dice que no tengo un legajo asignado. quería saber si hubo algún problema con la inscripción?. espero su respuesta. muchas gracias. |1|4|11|2|2018|3|4|0|0|1|4|hotmail|Ingreso a la Universidad|396|0.0|0.797979797979798|9|70|38|0.8285714285714286|0.022727272727272728|7|0
